id,accident_risk
517754,0.3033093
517755,0.12549242
517756,0.19095132
517757,0.33051303
517758,0.4071833
517759,0.4500056
517760,0.26283807
517761,0.20181137
517762,0.36976448
517763,0.3224239
517764,0.075459145
517765,0.20491453
517766,0.30589956
517767,0.2667542
517768,0.18295974
517769,0.32207632
517770,0.31153142
517771,0.3165608
517772,0.099260874
517773,0.26333937
517774,0.36770028
517775,0.59010607
517776,0.12911473
517777,0.21208528
517778,0.39880407
517779,0.27708358
517780,0.37530196
517781,0.33602265
517782,0.29784334
517783,0.3136482
517784,0.29923308
517785,0.26797745
517786,0.46076426
517787,0.3532025
517788,0.33661884
517789,0.14498526
517790,0.31010824
517791,0.317607
517792,0.70384187
517793,0.18476534
517794,0.11357432
517795,0.31807664
517796,0.13595816
517797,0.08314743
517798,0.48987478
517799,0.15581015
517800,0.30427444
517801,0.33902824
517802,0.33578798
517803,0.329289
517804,0.2990028
517805,0.7604299
517806,0.28311107
517807,0.53120524
517808,0.42856702
517809,0.29676592
517810,0.50552773
517811,0.41542068
517812,0.36461318
517813,0.6049895
517814,0.5520853
517815,0.046736732
517816,0.55122656
517817,0.17111252
517818,0.56924075
517819,0.5720857
517820,0.32935363
517821,0.16304395
517822,0.065121606
517823,0.1956988
517824,0.12413669
517825,0.34888682
517826,0.305277
517827,0.5112944
517828,0.59739196
517829,0.45366776
517830,0.6586543
517831,0.20085756
517832,0.19500473
517833,0.31742132
517834,0.43245173
517835,0.31634533
517836,0.34188506
517837,0.3036234
517838,0.38207668
517839,0.64942354
517840,0.42461994
517841,0.12460811
517842,0.42141438
517843,0.49205998
517844,0.12059405
517845,0.1861139
517846,0.43400335
517847,0.11071749
517848,0.48078513
517849,0.37480935
517850,0.15214406
517851,0.1909891
517852,0.10924541
517853,0.55995244
517854,0.31007707
517855,0.4746751
517856,0.34162346
517857,0.1265801
517858,0.24911968
517859,0.43977824
517860,0.5052719
517861,0.72718054
517862,0.48701233
517863,0.39685646
517864,0.30759194
517865,0.31655297
517866,0.4653939
517867,0.48782334
517868,0.19172028
517869,0.32240725
517870,0.36171296
517871,0.4572184
517872,0.34687468
517873,0.13488065
517874,0.38551155
517875,0.18486764
517876,0.22879726
517877,0.27590826
517878,0.2547868
517879,0.37495357
