id,accident_risk
517754,0.30276316
517755,0.12192662
517756,0.18477596
517757,0.3379252
517758,0.39802074
517759,0.44560763
517760,0.27124232
517761,0.19055614
517762,0.3727208
517763,0.32120577
517764,0.06544778
517765,0.2029711
517766,0.31254354
517767,0.25540987
517768,0.17811567
517769,0.31780642
517770,0.2995681
517771,0.32760954
517772,0.09619814
517773,0.2501565
517774,0.35524327
517775,0.5967965
517776,0.12419141
517777,0.20620145
517778,0.4058455
517779,0.26872882
517780,0.37896386
517781,0.34126368
517782,0.3013938
517783,0.3187975
517784,0.31373268
517785,0.2742145
517786,0.453746
517787,0.3530401
517788,0.32641134
517789,0.14136049
517790,0.30252644
517791,0.30413616
517792,0.7134164
517793,0.18249509
517794,0.111487575
517795,0.31943014
517796,0.12817869
517797,0.07268545
517798,0.48665667
517799,0.15318431
517800,0.31031165
517801,0.3430184
517802,0.3395179
517803,0.33990264
517804,0.29470176
517805,0.7645646
517806,0.29136288
517807,0.5208968
517808,0.41801512
517809,0.2956843
517810,0.49686596
517811,0.40367305
517812,0.36865553
517813,0.59612393
517814,0.54818416
517815,0.04297294
517816,0.55681795
517817,0.16503553
517818,0.5751758
517819,0.5783789
517820,0.32836998
517821,0.16169573
517822,0.06495243
517823,0.18903323
517824,0.11960409
517825,0.35386732
517826,0.2959253
517827,0.50118625
517828,0.60223955
517829,0.4653888
517830,0.6681491
517831,0.19099256
517832,0.19600172
517833,0.322034
517834,0.4267229
517835,0.30710018
517836,0.35171983
517837,0.30354282
517838,0.39592707
517839,0.64536977
517840,0.41421273
517841,0.121942304
517842,0.40820023
517843,0.48651454
517844,0.11874888
517845,0.17223701
517846,0.4229177
517847,0.097651556
517848,0.4760288
517849,0.36899093
517850,0.14938606
517851,0.18984659
517852,0.115009464
517853,0.5334074
517854,0.30803493
517855,0.46745178
517856,0.34287196
517857,0.12613854
517858,0.24153508
517859,0.44057676
517860,0.49251917
517861,0.7465216
517862,0.4999954
517863,0.3901472
517864,0.3069655
517865,0.30251518
517866,0.45002016
517867,0.48387343
517868,0.17829156
517869,0.32266283
517870,0.36219153
517871,0.44047135
517872,0.35592672
517873,0.12857214
517874,0.39101997
517875,0.18080895
517876,0.22725905
517877,0.26167256
517878,0.24741443
517879,0.3759722
517880,0.41195878
517881,0.29832667
517882,0.39056465
517883,0.09230061
517884,0.56283444
517885,0.06734817
517886,0.48260194
517887,0.56463784
517888,0.3479518
517889,0.3338163
517890,0.29226443
517891,0.630791
517892,0.61090153
517893,0.14701916
517894,0.3596604
517895,0.6002467
517896,0.567941
517897,0.3099233
517898,0.12056594
517899,0.36440372
517900,0.3122178
517901,0.32925
517902,0.15650833
517903,0.32636464
517904,0.041906893
517905,0.37139603
517906,0.44028375
517907,0.55636543
517908,0.28602067
517909,0.04591841
517910,0.22344548
517911,0.4859931
517912,0.3975606
517913,0.36525446
517914,0.71080405
517915,0.15474051
517916,0.5205505
517917,0.33951384
517918,0.36204386
517919,0.5361729
517920,0.15218869
517921,0.31978157
517922,0.42106456
517923,0.71354777
517924,0.31836855
517925,0.3043709
517926,0.1326391
517927,0.65497375
517928,0.24750872
517929,0.4609173
517930,0.26317137
517931,0.36757123
517932,0.3273107
517933,0.36286333
517934,0.65761894
517935,0.17746235
517936,0.6882622
517937,0.3259742
517938,0.4658716
517939,0.45239818
517940,0.428287
517941,0.4680644
517942,0.33200726
517943,0.31612357
517944,0.042723775
517945,0.32005674
517946,0.07923885
517947,0.4655405
517948,0.5867642
517949,0.31486014
517950,0.12172853
517951,0.35335183
517952,0.36556724
517953,0.38972542
517954,0.31304762
517955,0.45216623
517956,0.24515833
517957,0.35074452
517958,0.64538157
517959,0.21550491
517960,0.1353037
517961,0.6716779
517962,0.3283349
517963,0.14113761
517964,0.47759807
517965,0.34803677
517966,0.058355905
517967,0.1787327
517968,0.75233567
517969,0.6177926
517970,0.3013655
517971,0.29957905
517972,0.36494204
517973,0.3270284
517974,0.45091355
517975,0.46882206
517976,0.32764784
517977,0.02984059
517978,0.25233498
517979,0.38217947
517980,0.2630736
517981,0.071794905
517982,0.34666765
517983,0.2712338
517984,0.114529
517985,0.21467997
517986,0.19142215
517987,0.25407937
517988,0.19649756
517989,0.6789115
517990,0.26894522
517991,0.24032827
517992,0.34211507
517993,0.637583
517994,0.040473536
517995,0.52496696
517996,0.43093666
517997,0.49125585
517998,0.24948443
517999,0.3092474
518000,0.48640174
518001,0.34923342
518002,0.38090637
518003,0.52145123
518004,0.45825216
518005,0.30358082
518006,0.34806213
518007,0.4459352
518008,0.16590525
518009,0.46774358
518010,0.6713635
518011,0.46275535
518012,0.21066003
518013,0.41350976
518014,0.36341682
518015,0.061303142
518016,0.19534715
518017,0.37110865
518018,0.4559592
518019,0.370757
518020,0.6322575
518021,0.14802223
518022,0.39873162
518023,0.394418
518024,0.12799147
518025,0.09720541
518026,0.18203248
518027,0.50877196
518028,0.3336674
518029,0.25664982
518030,0.6866614
518031,0.71438456
518032,0.24622905
518033,0.3556205
518034,0.29373768
518035,0.2996141
518036,0.48911563
518037,0.12983216
518038,0.1575754
518039,0.28726652
518040,0.4275276
518041,0.39287788
518042,0.26477906
518043,0.33111998
518044,0.42349392
518045,0.34573305
518046,0.13655822
518047,0.34702656
518048,0.36697248
518049,0.25235128
518050,0.41900554
518051,0.15908235
518052,0.35051337
518053,0.32892025
518054,0.25998968
518055,0.314458
518056,0.41582012
518057,0.11272342
518058,0.2859794
518059,0.28126708
518060,0.3381486
518061,0.3468502
518062,0.6328052
518063,0.43233657
518064,0.14224637
518065,0.32331774
518066,0.20535249
518067,0.31860393
518068,0.6899107
518069,0.15032408
518070,0.49682948
518071,0.1740354
518072,0.5271989
518073,0.30683842
518074,0.41386294
518075,0.54044056
518076,0.17086588
518077,0.22239281
518078,0.2519685
518079,0.5100222
518080,0.3873743
518081,0.63346076
518082,0.29074916
518083,0.31905878
518084,0.35950077
518085,0.16183363
518086,0.26861736
518087,0.29211092
518088,0.37981158
518089,0.40424806
518090,0.47661847
518091,0.2996034
518092,0.3167739
518093,0.14679435
518094,0.48104522
518095,0.16149303
518096,0.33283395
518097,0.27054316
518098,0.54291594
518099,0.44681007
518100,0.31027728
518101,0.3167794
518102,0.24784079
518103,0.23189332
518104,0.36058483
518105,0.27554804
518106,0.45242864
518107,0.5481181
518108,0.6032951
518109,0.3457873
518110,0.25514734
518111,0.11781144
518112,0.32071257
518113,0.20135991
518114,0.48667902
518115,0.29440618
518116,0.4722425
518117,0.5474443
518118,0.3941136
518119,0.3722298
518120,0.07966132
518121,0.48356962
518122,0.34346834
518123,0.4857365
518124,0.55219203
518125,0.1599681
518126,0.20241904
518127,0.15503407
518128,0.15214334
518129,0.2687173
518130,0.3038157
518131,0.3313652
518132,0.23726246
518133,0.31385446
518134,0.4248955
518135,0.18171135
518136,0.47044668
518137,0.23865183
518138,0.24345909
518139,0.5887153
518140,0.30450007
518141,0.6343279
518142,0.19932379
518143,0.20724475
518144,0.368834
518145,0.48174167
518146,0.31240723
518147,0.31283477
518148,0.31346142
518149,0.53902805
518150,0.27493367
518151,0.39482126
518152,0.13007735
518153,0.35401297
518154,0.21584116
518155,0.31371877
518156,0.22756702
518157,0.31550685
518158,0.4377656
518159,0.14997923
518160,0.4564513
518161,0.5479172
518162,0.51978284
518163,0.3311454
518164,0.46553373
518165,0.08125178
518166,0.30499017
518167,0.21751706
518168,0.407507
518169,0.31558987
518170,0.29453203
518171,0.20382123
518172,0.11856422
518173,0.4504384
518174,0.3265277
518175,0.3080944
518176,0.26289123
518177,0.2989206
518178,0.33775905
518179,0.4976296
518180,0.24732678
518181,0.46909505
518182,0.44423553
518183,0.24940644
518184,0.47919863
518185,0.46795028
518186,0.30827728
518187,0.5994563
518188,0.40821227
518189,0.43515462
518190,0.23732728
518191,0.45543638
518192,0.6077287
518193,0.35086656
518194,0.7173067
518195,0.40074953
518196,0.21697783
518197,0.18044302
518198,0.61139566
518199,0.62782025
518200,0.14986578
518201,0.31299728
518202,0.17143641
518203,0.6663454
518204,0.13460363
518205,0.19432585
518206,0.19638988
518207,0.4977098
518208,0.31622222
518209,0.34773472
518210,0.3302712
518211,0.31641692
518212,0.44532412
518213,0.44698498
518214,0.270193
518215,0.3824671
518216,0.58278924
518217,0.0792146
518218,0.47494248
518219,0.17452724
518220,0.3613866
518221,0.1936748
518222,0.36199996
518223,0.13680308
518224,0.5481929
518225,0.59355676
518226,0.059644345
518227,0.2997123
518228,0.2843606
518229,0.21398987
518230,0.23115858
