id,accident_risk
517754,0.30819544
517755,0.10520953
517756,0.17801063
517757,0.34865382
517758,0.40472668
517759,0.4509195
517760,0.25909427
517761,0.19563262
517762,0.36149928
517763,0.31816268
517764,0.07242463
517765,0.19430976
517766,0.29653645
517767,0.25816154
517768,0.18288748
517769,0.31402856
517770,0.30470636
517771,0.31239808
517772,0.09909063
517773,0.2594187
517774,0.36635992
517775,0.6004479
517776,0.12803453
517777,0.20886782
517778,0.3961465
517779,0.26777464
517780,0.37257436
517781,0.35119554
517782,0.29383868
517783,0.31426966
517784,0.2991949
517785,0.25046313
517786,0.46244577
517787,0.35725453
517788,0.32894585
517789,0.14181735
517790,0.30693194
517791,0.3165121
517792,0.723514
517793,0.18503156
517794,0.109246776
517795,0.2980564
517796,0.13638324
517797,0.076556586
517798,0.49867326
517799,0.1567073
517800,0.31640926
517801,0.34288245
517802,0.3353509
517803,0.3512239
517804,0.29932642
517805,0.77601707
517806,0.275395
517807,0.5311119
517808,0.43001452
517809,0.3014419
517810,0.50045484
517811,0.41390935
517812,0.3610774
517813,0.61711633
517814,0.5684642
517815,0.035362836
517816,0.5629458
517817,0.16902135
517818,0.5717041
517819,0.59343076
517820,0.32319623
517821,0.16196771
517822,0.061600063
517823,0.19254608
517824,0.116228744
517825,0.347259
517826,0.29990357
517827,0.5203494
517828,0.6083982
517829,0.46329007
517830,0.67908496
517831,0.19836281
517832,0.19245066
517833,0.3125392
517834,0.4328834
517835,0.32090423
517836,0.34293088
517837,0.31841674
517838,0.3822011
517839,0.66991913
517840,0.42860207
517841,0.118532985
517842,0.42753404
517843,0.51239413
517844,0.11997474
517845,0.18753451
517846,0.43050987
517847,0.1000872
517848,0.4787773
517849,0.3780216
517850,0.1495691
517851,0.19105008
517852,0.110808365
517853,0.55299634
517854,0.31668797
517855,0.47442487
517856,0.34494925
517857,0.119307995
517858,0.24395306
517859,0.43806845
517860,0.49306515
517861,0.7796962
517862,0.4941594
517863,0.39728644
517864,0.31154928
517865,0.30744022
517866,0.4663981
517867,0.48812866
517868,0.18869422
517869,0.33594042
517870,0.36559787
517871,0.45140913
517872,0.3463564
517873,0.14310436
517874,0.3991114
517875,0.1866096
517876,0.22708881
517877,0.2678556
517878,0.24748752
517879,0.37780362
517880,0.4095754
517881,0.2723915
517882,0.41497284
517883,0.09970388
517884,0.5625202
517885,0.05557311
517886,0.4864397
517887,0.5707687
517888,0.33532724
517889,0.33106554
517890,0.284088
517891,0.64348084
517892,0.6264615
517893,0.14486873
517894,0.36907643
517895,0.62608385
517896,0.5817496
517897,0.29589722
517898,0.12681061
517899,0.37447444
517900,0.29929456
517901,0.3285807
517902,0.15250397
517903,0.31656024
517904,0.0375531
517905,0.36333522
517906,0.4424643
517907,0.5491485
517908,0.29547527
517909,0.04480877
517910,0.22699745
517911,0.4931964
517912,0.39905396
517913,0.35557777
517914,0.75199586
517915,0.15727237
517916,0.51811403
517917,0.33919257
517918,0.3522792
517919,0.5286984
517920,0.14017257
517921,0.32070282
517922,0.43676898
517923,0.7468535
517924,0.32229286
517925,0.30705765
517926,0.1328523
517927,0.6739045
517928,0.22487658
517929,0.4793613
517930,0.2613208
517931,0.35863584
517932,0.33145222
517933,0.3685272
517934,0.6868957
517935,0.1688929
517936,0.70596004
517937,0.32735553
517938,0.46441936
517939,0.46504036
517940,0.4310082
517941,0.47215438
517942,0.33711028
517943,0.30401695
517944,0.03836416
517945,0.3121904
517946,0.08994518
517947,0.46689183
517948,0.6031435
517949,0.31640092
517950,0.11677026
517951,0.35935876
517952,0.34798577
517953,0.3981242
517954,0.32252863
517955,0.46526867
517956,0.23878047
517957,0.34519434
517958,0.64650774
517959,0.20989203
517960,0.12925312
517961,0.69251233
517962,0.32125846
517963,0.13218772
517964,0.5071924
517965,0.33578438
517966,0.05935756
517967,0.18093862
517968,0.75396425
517969,0.61756104
517970,0.30064943
517971,0.2785766
517972,0.34783232
517973,0.32427943
517974,0.46134654
517975,0.47465295
517976,0.3175697
517977,0.019226551
517978,0.24778517
517979,0.3756833
517980,0.25944757
517981,0.067631386
517982,0.34831974
517983,0.2666264
517984,0.110063426
517985,0.22871402
517986,0.1907477
517987,0.2590993
517988,0.18760303
517989,0.69233894
517990,0.2525418
517991,0.24479912
517992,0.3530388
517993,0.65424746
517994,0.03917539
517995,0.5342023
517996,0.45164284
517997,0.486856
517998,0.25866035
517999,0.31161678
518000,0.48895234
518001,0.34406334
518002,0.36719498
518003,0.532979
518004,0.4641359
518005,0.28310543
518006,0.3447602
518007,0.4473768
518008,0.16832681
518009,0.47360772
518010,0.6821326
518011,0.468837
518012,0.22048849
518013,0.41924644
518014,0.34378353
518015,0.05979637
518016,0.20443365
518017,0.3643486
518018,0.46283036
518019,0.3673656
518020,0.65958524
518021,0.14801537
518022,0.39117894
518023,0.4004745
518024,0.123044066
518025,0.1057276
518026,0.1827545
518027,0.52146274
518028,0.3449812
518029,0.25765708
518030,0.7142608
518031,0.7260883
518032,0.24454767
518033,0.3479931
518034,0.29915377
518035,0.30684394
518036,0.49990442
518037,0.1287511
518038,0.14680183
518039,0.28514257
518040,0.42765045
518041,0.39406124
518042,0.24758396
518043,0.3243636
518044,0.4292876
518045,0.34269616
518046,0.12889032
518047,0.35559005
518048,0.36407214
518049,0.2326747
518050,0.42581075
518051,0.14398059
518052,0.3433923
518053,0.32340983
518054,0.26352066
518055,0.30796945
518056,0.42108467
518057,0.121915564
518058,0.29205456
518059,0.2777812
518060,0.34675193
518061,0.35110027
518062,0.630375
518063,0.42486528
518064,0.1412637
518065,0.3266092
518066,0.20600817
518067,0.2995279
518068,0.7330202
518069,0.14980619
518070,0.51085746
518071,0.17697038
518072,0.5325337
518073,0.32158738
518074,0.40192983
518075,0.55476475
518076,0.16783501
518077,0.23195085
518078,0.2574769
518079,0.5133191
518080,0.3812277
518081,0.64929986
518082,0.27545628
518083,0.30925384
518084,0.3605241
518085,0.16209346
518086,0.2744133
518087,0.291959
518088,0.3707909
518089,0.40523627
518090,0.47783068
518091,0.3079589
518092,0.31541413
518093,0.14492336
518094,0.48932204
518095,0.1678227
518096,0.33319917
518097,0.28176233
518098,0.5502972
518099,0.46522728
518100,0.29694474
518101,0.31122044
518102,0.24426024
518103,0.17661133
518104,0.364987
518105,0.27433434
518106,0.45823056
518107,0.56834024
518108,0.62269336
518109,0.36289242
518110,0.24216251
518111,0.11220618
518112,0.32702765
518113,0.20135783
518114,0.4928487
518115,0.30520862
518116,0.4793499
518117,0.5642428
518118,0.39557284
518119,0.36405054
518120,0.08224829
518121,0.4866289
518122,0.33276656
518123,0.4941244
518124,0.55175483
518125,0.14922316
518126,0.19269235
518127,0.15681233
518128,0.15158592
518129,0.2677341
518130,0.27862328
518131,0.32665092
518132,0.22378628
518133,0.31253636
518134,0.42935652
518135,0.18452312
518136,0.46962136
518137,0.24321495
518138,0.25038207
518139,0.6143667
518140,0.29706392
518141,0.6584474
518142,0.21319415
518143,0.20746668
518144,0.3622072
518145,0.49172994
518146,0.30475354
518147,0.28668678
518148,0.2916443
518149,0.5390906
518150,0.27345583
518151,0.39976195
518152,0.12013365
518153,0.34227085
518154,0.22264273
518155,0.32381812
518156,0.21346176
518157,0.3238882
518158,0.44215673
518159,0.14932162
518160,0.46045986
518161,0.567145
518162,0.5219112
518163,0.33958292
518164,0.48817194
518165,0.071683414
518166,0.27793035
518167,0.21774885
518168,0.41490388
518169,0.31075522
518170,0.2951458
518171,0.20514366
518172,0.118031375
518173,0.44208655
518174,0.330317
518175,0.28058782
518176,0.2621583
518177,0.294738
518178,0.32158202
518179,0.48500547
518180,0.22832014
518181,0.47475916
518182,0.43799034
518183,0.25774226
518184,0.5043827
518185,0.4769616
518186,0.29636705
518187,0.58926415
518188,0.4144793
518189,0.43933025
518190,0.23998542
518191,0.45537135
518192,0.63341063
518193,0.3468838
518194,0.73963124
518195,0.40520808
518196,0.22481504
518197,0.17481041
518198,0.64438117
518199,0.62493867
518200,0.14030841
518201,0.3224847
518202,0.17411818
518203,0.71289885
518204,0.13485576
518205,0.20664291
