id,accident_risk
517754,0.29749343
517755,0.12131092
517756,0.17961718
517757,0.31570646
517758,0.4078486
517759,0.46454537
517760,0.26382515
517761,0.192977
517762,0.36714673
517763,0.32102457
517764,0.082498975
517765,0.19775465
517766,0.3107799
517767,0.26393947
517768,0.17819044
517769,0.31584746
517770,0.30448526
517771,0.30707437
517772,0.0858117
517773,0.25000882
517774,0.3735871
517775,0.60953313
517776,0.12943035
517777,0.21603757
517778,0.40728575
517779,0.28097612
517780,0.37796018
517781,0.33730164
517782,0.29352427
517783,0.3062476
517784,0.29854938
517785,0.25030413
517786,0.46792066
517787,0.35423964
517788,0.33260712
517789,0.14657387
517790,0.29301447
517791,0.30769196
517792,0.70791155
517793,0.1834529
517794,0.113489136
517795,0.3123934
517796,0.13437036
517797,0.09386046
517798,0.48522425
517799,0.15797192
517800,0.30310607
517801,0.32663944
517802,0.3328953
517803,0.31339547
517804,0.2923937
517805,0.770875
517806,0.27216452
517807,0.54084796
517808,0.4197351
517809,0.29348692
517810,0.4972423
517811,0.40781632
517812,0.36619258
517813,0.60702807
517814,0.54405606
517815,0.036883388
517816,0.5676897
517817,0.16528994
517818,0.5686739
517819,0.57924134
517820,0.3134903
517821,0.16205718
517822,0.051865622
517823,0.19438128
517824,0.1231273
517825,0.3567254
517826,0.29687107
517827,0.5240263
517828,0.61076784
517829,0.4649921
517830,0.66599494
517831,0.19342224
517832,0.19182383
517833,0.30551237
517834,0.42068467
517835,0.31197643
517836,0.35943785
517837,0.30711964
517838,0.3684446
517839,0.6375913
517840,0.41332003
517841,0.11146365
517842,0.41492286
517843,0.4994045
517844,0.12410801
517845,0.19083126
517846,0.42299885
517847,0.11489381
517848,0.47903126
517849,0.3679243
517850,0.1535185
517851,0.18260126
517852,0.10897107
517853,0.5590069
517854,0.3143927
517855,0.48263693
517856,0.32952362
517857,0.12585162
517858,0.23637848
517859,0.4272099
517860,0.50433046
517861,0.7503658
517862,0.49898905
517863,0.39028597
517864,0.3000379
517865,0.31035542
517866,0.46485785
517867,0.4902399
517868,0.18406394
517869,0.30892462
517870,0.3538
517871,0.44539484
517872,0.34817588
517873,0.13935794
517874,0.3956084
517875,0.18667606
517876,0.22434741
517877,0.26926237
517878,0.24155393
517879,0.3629569
517880,0.41352165
517881,0.27820146
517882,0.3845349
517883,0.08504182
517884,0.54061484
517885,0.05919395
517886,0.49179295
517887,0.5638416
517888,0.32781994
517889,0.32845607
517890,0.2824061
517891,0.6476915
517892,0.6163789
517893,0.1506982
517894,0.35684747
517895,0.6094822
517896,0.5756633
517897,0.29878315
517898,0.13491225
517899,0.3605013
517900,0.3086404
517901,0.31883863
517902,0.15432803
517903,0.31392288
517904,0.03629282
517905,0.37002861
517906,0.44703275
517907,0.5755926
517908,0.29266775
517909,0.05306431
517910,0.22789559
517911,0.49032852
517912,0.38909954
517913,0.3579518
517914,0.71820396
517915,0.15640216
517916,0.52384305
517917,0.3330125
517918,0.3413502
517919,0.5594603
517920,0.15325111
517921,0.30173537
517922,0.43490937
517923,0.72428256
517924,0.31821758
517925,0.3124389
517926,0.1440482
517927,0.64312506
517928,0.23499104
517929,0.45968574
517930,0.26249552
517931,0.35934004
517932,0.32109705
517933,0.36993432
517934,0.65812784
517935,0.17817464
517936,0.6846261
517937,0.30790094
517938,0.4732345
517939,0.47139454
517940,0.41703606
517941,0.4623161
517942,0.32799873
517943,0.30660757
517944,0.04482281
517945,0.31069607
517946,0.09146874
517947,0.47189674
517948,0.5807618
517949,0.309389
517950,0.12820107
517951,0.3452817
517952,0.35690293
517953,0.39134622
517954,0.30685312
517955,0.472208
517956,0.24264443
517957,0.34137422
517958,0.6598457
517959,0.22311787
517960,0.12900825
517961,0.67362255
517962,0.32402125
517963,0.14204632
517964,0.49071124
517965,0.34182376
517966,0.06661467
517967,0.18328027
517968,0.7110493
517969,0.62300384
517970,0.29547954
517971,0.28062063
517972,0.3589654
517973,0.32374442
517974,0.4527875
517975,0.46833995
517976,0.31009606
517977,0.0812777
517978,0.26202717
517979,0.3782354
517980,0.26787966
517981,0.070195355
517982,0.33413792
517983,0.28116298
517984,0.114265695
517985,0.22312905
517986,0.18387368
517987,0.26307905
517988,0.18247376
517989,0.68136716
517990,0.26046932
517991,0.24426852
517992,0.3341676
517993,0.6440051
517994,0.038112283
517995,0.5323137
517996,0.4414994
517997,0.48876917
517998,0.25054064
517999,0.3088842
518000,0.49317828
518001,0.36173442
518002,0.3680175
518003,0.5283057
518004,0.47050786
518005,0.28928992
518006,0.35733578
518007,0.4387152
518008,0.16891497
518009,0.48043954
518010,0.6762195
518011,0.46826398
518012,0.21665305
518013,0.42213836
518014,0.36089724
518015,0.046638556
518016,0.19008644
518017,0.3625918
518018,0.46811578
518019,0.36220545
518020,0.63988465
518021,0.15324925
518022,0.3875564
518023,0.39567587
518024,0.12753603
518025,0.1155987
518026,0.188387
518027,0.5351686
518028,0.34134585
518029,0.25734255
518030,0.6925232
518031,0.71027684
518032,0.24487144
518033,0.3548254
518034,0.29540655
518035,0.30556777
518036,0.49237043
518037,0.12886861
518038,0.14279415
518039,0.29122582
518040,0.4149527
518041,0.38439053
518042,0.2623113
518043,0.32442147
518044,0.4170434
518045,0.35463706
518046,0.13739687
518047,0.35680726
518048,0.36742657
518049,0.23231703
518050,0.42052338
518051,0.13245332
518052,0.35466757
518053,0.3291518
518054,0.2631271
518055,0.3005218
518056,0.41796058
518057,0.114901945
518058,0.29380152
518059,0.28343272
518060,0.33271638
518061,0.3359165
518062,0.7073266
518063,0.4293818
518064,0.14521165
518065,0.32231632
518066,0.19478904
518067,0.31383798
518068,0.69458675
518069,0.15508075
518070,0.4958136
518071,0.17621315
518072,0.5482326
518073,0.3059489
518074,0.41200528
518075,0.5482661
518076,0.16303574
518077,0.2176834
518078,0.25805247
518079,0.51018256
518080,0.3780912
518081,0.6443628
518082,0.26724058
518083,0.30625844
518084,0.35505632
518085,0.1616298
518086,0.28344944
518087,0.29613057
518088,0.37216464
518089,0.40306774
518090,0.4864019
518091,0.30644277
518092,0.31698292
518093,0.15236072
518094,0.48419848
