id,accident_risk
517754,0.29307312
517755,0.12589864
517756,0.1828318
517757,0.3158439
517758,0.41226414
517759,0.46503508
517760,0.2606589
517761,0.19601357
517762,0.35869005
517763,0.31964666
517764,0.080659255
517765,0.19410352
517766,0.30980635
517767,0.26420936
517768,0.17881542
517769,0.31113586
517770,0.30604315
517771,0.30680197
517772,0.091386616
517773,0.25112593
517774,0.37556565
517775,0.61438537
517776,0.1300177
517777,0.21871509
517778,0.40979508
517779,0.28106022
517780,0.37347925
517781,0.34253293
517782,0.29939336
517783,0.31000745
517784,0.3015072
517785,0.2570142
517786,0.46844482
517787,0.34626067
517788,0.3283583
517789,0.14129098
517790,0.2930754
517791,0.3096754
517792,0.7084946
517793,0.18584488
517794,0.11146828
517795,0.3108912
517796,0.1313297
517797,0.09166595
517798,0.4861936
517799,0.15764481
517800,0.30386597
517801,0.3304995
517802,0.3334437
517803,0.31881687
517804,0.2943254
517805,0.7685116
517806,0.27234435
517807,0.5427313
517808,0.41838062
517809,0.29377443
517810,0.49598294
517811,0.41321984
517812,0.37118295
517813,0.6115555
517814,0.54864913
517815,0.03682798
517816,0.56375676
517817,0.16606276
517818,0.5652097
517819,0.58066344
517820,0.31977665
517821,0.1665162
517822,0.052743305
517823,0.19110896
517824,0.12609255
517825,0.3586551
517826,0.293444
517827,0.5221936
517828,0.60024875
517829,0.4654508
517830,0.6648754
517831,0.19312711
517832,0.19346625
517833,0.30732542
517834,0.41910458
517835,0.313628
517836,0.35652617
517837,0.3046071
517838,0.3777575
517839,0.6298901
517840,0.40951708
517841,0.11413011
517842,0.4166792
517843,0.4913416
517844,0.12701641
517845,0.18864639
517846,0.41939244
517847,0.11166755
517848,0.4821216
517849,0.36997664
517850,0.15169069
517851,0.1858924
517852,0.10907139
517853,0.55620396
517854,0.31326452
517855,0.4840242
517856,0.34072727
517857,0.12727422
517858,0.2397228
517859,0.42707714
517860,0.50169307
517861,0.7602001
517862,0.5009563
517863,0.3910257
517864,0.29806796
517865,0.31087855
517866,0.4748556
517867,0.49218473
517868,0.18520069
517869,0.3063075
517870,0.35659808
517871,0.44916752
517872,0.3506199
517873,0.14094435
517874,0.3995945
517875,0.18585393
517876,0.22470744
517877,0.2680668
517878,0.24558601
517879,0.36618683
517880,0.41214693
517881,0.2776903
517882,0.37744758
517883,0.092121586
517884,0.55064195
517885,0.05575125
517886,0.4916144
517887,0.5673702
517888,0.33215696
517889,0.3288793
517890,0.2759365
517891,0.6389135
517892,0.619399
517893,0.1544442
517894,0.36551172
517895,0.60551924
517896,0.5704807
517897,0.29959625
517898,0.13016966
517899,0.36731076
517900,0.30980635
517901,0.32026014
517902,0.15932317
517903,0.30733743
517904,0.03682798
517905,0.37519404
517906,0.45038566
517907,0.5653383
517908,0.29244602
517909,0.053497363
517910,0.23007646
517911,0.49056345
517912,0.38868615
517913,0.3548389
517914,0.72277963
517915,0.15798481
517916,0.51886356
517917,0.32970324
517918,0.34379548
517919,0.56437516
517920,0.15594415
517921,0.30257955
517922,0.43722856
517923,0.7252209
517924,0.31792632
517925,0.3126736
517926,0.14140943
517927,0.6463283
517928,0.23808293
517929,0.46100792
517930,0.26756
517931,0.36103532
517932,0.32470968
517933,0.3728229
517934,0.6565264
517935,0.17747469
517936,0.6866301
517937,0.31029612
517938,0.46927524
517939,0.47237867
517940,0.4202532
517941,0.4705586
517942,0.32563165
517943,0.30545604
517944,0.041915614
517945,0.30336908
517946,0.092013836
517947,0.4692277
517948,0.5821754
517949,0.30883002
517950,0.12789556
517951,0.34518084
517952,0.35615033
517953,0.39033708
517954,0.30602536
517955,0.46988583
517956,0.24473289
517957,0.34241647
517958,0.65075743
517959,0.22404058
517960,0.12897779
517961,0.67138916
517962,0.3215924
517963,0.14078575
517964,0.49541572
517965,0.34158114
517966,0.06663808
517967,0.18502696
517968,0.69950485
517969,0.6270516
517970,0.2948539
517971,0.2785969
517972,0.35782778
517973,0.32206553
517974,0.45165774
517975,0.4704958
517976,0.30814022
517977,0.12006477
517978,0.26393422
517979,0.3774291
517980,0.26696125
517981,0.07245315
517982,0.33941177
517983,0.27721584
517984,0.11383578
517985,0.2239314
517986,0.18297897
517987,0.26165518
517988,0.18566659
517989,0.6798776
517990,0.2602354
517991,0.24301638
517992,0.3309705
517993,0.6393105
517994,0.041848257
517995,0.5322178
517996,0.43967178
517997,0.48884377
517998,0.2502767
517999,0.3054136
518000,0.49040213
518001,0.35885912
518002,0.36667794
518003,0.5353614
518004,0.4701189
518005,0.2908937
518006,0.35500363
518007,0.4384093
518008,0.16942996
518009,0.47968152
518010,0.6733149
518011,0.47040606
518012,0.22194391
518013,0.41590837
518014,0.3629177
518015,0.052841023
518016,0.18889901
518017,0.36493155
518018,0.4670577
518019,0.36621648
518020,0.6373894
518021,0.15227711
518022,0.38871953
518023,0.38909903
518024,0.12917359
518025,0.11249523
518026,0.1886722
518027,0.53062636
518028,0.34153906
518029,0.25363147
518030,0.6919883
518031,0.709929
518032,0.24423246
518033,0.35544786
518034,0.29448208
