id,accident_risk
517754,0.30002245
517755,0.121353276
517756,0.18153754
517757,0.31370205
517758,0.40836874
517759,0.46221745
517760,0.2649283
517761,0.19471028
517762,0.3664783
517763,0.3225393
517764,0.080414966
517765,0.1953952
517766,0.30917433
517767,0.26184872
517768,0.17740788
517769,0.3131588
517770,0.30222028
517771,0.3099926
517772,0.08670419
517773,0.24916916
517774,0.3739123
517775,0.6072187
517776,0.13165201
517777,0.21675381
517778,0.40578592
517779,0.2830855
517780,0.3771147
517781,0.3344987
517782,0.29852548
517783,0.3114333
517784,0.30057105
517785,0.25237998
517786,0.4693032
517787,0.35816255
517788,0.32842326
517789,0.14769955
517790,0.29043725
517791,0.3102853
517792,0.70828384
517793,0.18399724
517794,0.111096285
517795,0.31102464
517796,0.13182598
517797,0.09070588
517798,0.4881746
517799,0.15536933
517800,0.30114588
517801,0.3260286
517802,0.3360563
517803,0.31419325
517804,0.29497692
517805,0.7675655
517806,0.27375016
517807,0.54133505
517808,0.41943696
517809,0.292497
517810,0.4997748
517811,0.40873355
517812,0.36707026
517813,0.60425496
517814,0.54787046
517815,0.039481442
517816,0.5657876
517817,0.16662388
517818,0.5659397
517819,0.5784621
517820,0.31575644
517821,0.16336763
517822,0.04975347
517823,0.19287185
517824,0.1232133
517825,0.3585776
517826,0.29138947
517827,0.5204061
517828,0.6099786
517829,0.46246898
517830,0.6681024
517831,0.19466755
517832,0.19424748
517833,0.30542505
517834,0.41446385
517835,0.31474736
517836,0.3577402
517837,0.30592635
517838,0.37190902
517839,0.6331334
517840,0.40985578
517841,0.11465666
517842,0.41495737
517843,0.49474382
517844,0.125137
517845,0.19128299
517846,0.41936323
517847,0.11136334
517848,0.47742677
517849,0.37157777
517850,0.15202278
517851,0.18637677
517852,0.105358206
517853,0.56392896
517854,0.3163762
517855,0.47820327
517856,0.33121425
517857,0.12465936
517858,0.2390072
517859,0.42832813
517860,0.5085
517861,0.7540113
517862,0.49967796
517863,0.39002943
517864,0.30336487
517865,0.3091247
517866,0.4711825
517867,0.4896072
517868,0.1842391
517869,0.30878118
517870,0.35692197
517871,0.43994927
517872,0.35033202
517873,0.14080672
517874,0.39470482
517875,0.18395261
517876,0.22557908
517877,0.27042824
517878,0.23908976
517879,0.36094755
517880,0.41248927
517881,0.2811642
517882,0.3757891
517883,0.08754509
517884,0.54436386
517885,0.058954563
517886,0.48812282
517887,0.5615111
517888,0.32819
517889,0.33069584
517890,0.28278893
517891,0.6494213
517892,0.6186849
517893,0.15350142
517894,0.35572436
517895,0.6068706
517896,0.57658756
517897,0.29643166
517898,0.13694295
517899,0.36508143
517900,0.3082477
517901,0.31813973
517902,0.15862823
517903,0.31058326
517904,0.04451441
517905,0.3703924
517906,0.45043612
517907,0.5673179
517908,0.2941152
517909,0.054536458
517910,0.22791997
517911,0.4889013
517912,0.38788924
517913,0.35817033
517914,0.71686995
517915,0.15712309
517916,0.52382565
517917,0.33793768
517918,0.3423877
517919,0.55021125
517920,0.15537527
517921,0.30146995
517922,0.435366
517923,0.7202085
517924,0.31691626
517925,0.31393942
517926,0.14512697
517927,0.64473766
517928,0.23871712
517929,0.4566986
517930,0.26392797
517931,0.3620852
